1,33,1
1,34,1
1,38,1.4142135623731
1,39,1.4142135623731
1,40,1.4142135623731
2,33,1.4142135623731
2,34,1.4142135623731
2,38,1
2,39,1
2,44,1
2,45,1.4142135623731
3,39,1.4142135623731
3,40,1.4142135623731
3,44,1.4142135623731
3,45,1
3,46,1
3,50,1.4142135623731
3,51,1.4142135623731
4,44,1
4,45,1.4142135623731
4,50,1
4,51,1
4,55,1.4142135623731
4,56,1.4142135623731
5,34,1
5,35,1
5,40,1.4142135623731
5,41,1.4142135623731
6,34,1.4142135623731
6,35,1.4142135623731
6,39,1
6,40,1
6,45,1.4142135623731
6,46,1.4142135623731
7,40,1.4142135623731
7,41,1.4142135623731
7,46,1
7,47,1
7,51,1.4142135623731
7,52,1.4142135623731
8,45,1.4142135623731
8,46,1.4142135623731
8,51,1
8,52,1
8,56,1.4142135623731
8,57,1.4142135623731
9,35,1
9,36,1
9,41,1.4142135623731
9,42,1.4142135623731
10,35,1.4142135623731
10,36,1.4142135623731
10,40,1
10,41,1
10,46,1.4142135623731
10,47,1.4142135623731
11,41,1.4142135623731
11,42,1.4142135623731
11,47,1
11,48,1
11,52,1.4142135623731
11,53,1.4142135623731
12,46,1.4142135623731
12,47,1.4142135623731
12,52,1
12,53,1
12,57,1.4142135623731
12,58,1.4142135623731
13,36,1
13,37,1
13,42,1.4142135623731
13,43,1
14,36,1.4142135623731
14,37,1.4142135623731
14,41,1
14,42,1
14,43,1.4142135623731
14,47,1.4142135623731
14,48,1.4142135623731
15,42,1.4142135623731
15,43,1
15,48,1
15,49,1
15,53,1.4142135623731
15,54,1.4142135623731
16,47,1.4142135623731
16,48,1.4142135623731
16,49,1.4142135623731
16,53,1
16,54,1
16,58,1.4142135623731
16,59,1.4142135623731
17,50,1.4142135623731
17,51,1.4142135623731
17,55,1
17,56,1
17,60,1.4142135623731
17,61,1.4142135623731
17,62,1.4142135623731
18,55,1.4142135623731
18,56,1.4142135623731
18,60,1
18,61,1
18,66,1
18,67,1.4142135623731
19,61,1.4142135623731
19,62,1.4142135623731
19,66,1.4142135623731
19,67,1
19,68,1
19,72,1.4142135623731
19,73,1.4142135623731
20,66,1
20,67,1.4142135623731
20,72,1
20,73,1
20,77,1.4142135623731
20,78,1
20,79,1.4142135623731
21,51,1.4142135623731
21,52,1.4142135623731
21,56,1
21,57,1
21,62,1.4142135623731
21,63,1.4142135623731
22,56,1.4142135623731
22,57,1.4142135623731
22,61,1
22,62,1
22,67,1.4142135623731
22,68,1.4142135623731
23,62,1.4142135623731
23,63,1.4142135623731
23,68,1
23,69,1
23,73,1.4142135623731
23,74,1.4142135623731
24,67,1.4142135623731
24,68,1.4142135623731
24,73,1
24,74,1
24,79,1.4142135623731
24,80,1
24,81,1.4142135623731
25,52,1.4142135623731
25,53,1.4142135623731
25,57,1
25,58,1
25,63,1.4142135623731
25,64,1.4142135623731
26,57,1.4142135623731
26,58,1.4142135623731
26,62,1
26,63,1
26,68,1.4142135623731
26,69,1.4142135623731
27,63,1.4142135623731
27,64,1.4142135623731
27,69,1
27,70,1
27,74,1.4142135623731
27,75,1.4142135623731
28,68,1.4142135623731
28,69,1.4142135623731
28,74,1
28,75,1
28,81,1.4142135623731
28,82,1
28,83,1.4142135623731
29,53,1.4142135623731
29,54,1.4142135623731
29,58,1
29,59,1
29,64,1.4142135623731
29,65,1
30,58,1.4142135623731
30,59,1.4142135623731
30,63,1
30,64,1
30,65,1.4142135623731
30,69,1.4142135623731
30,70,1.4142135623731
31,64,1.4142135623731
31,65,1
31,70,1
31,71,1
31,75,1.4142135623731
31,76,1.4142135623731
32,69,1.4142135623731
32,70,1.4142135623731
32,71,1.4142135623731
32,75,1
32,76,1
32,83,1.4142135623731
32,84,1
32,85,1.4142135623731
33,38,1
38,39,1.4142135623731
39,44,1.4142135623731
39,45,1
40,46,1
41,47,1
42,43,1
42,48,1
43,48,1.4142135623731
44,45,1
48,49,1.4142135623731
49,54,1
50,55,1
51,56,1
52,57,1
53,58,1
54,59,1
55,60,1
60,61,1.4142135623731
61,66,1.4142135623731
61,67,1
62,68,1
63,69,1
64,65,1
64,70,1
65,70,1.4142135623731
66,67,1
70,71,1.4142135623731
71,76,1
72,77,1
72,78,1.4142135623731
73,78,1.4142135623731
73,79,1
73,80,1.4142135623731
74,80,1.4142135623731
74,81,1
74,82,1.4142135623731
75,82,1.4142135623731
75,83,1
75,84,1.4142135623731
76,84,1.4142135623731
76,85,1
77,78,1
78,79,1
79,80,1
80,81,1
81,82,1
82,83,1
83,84,1
84,85,1
