1,19,1
1,20,1
1,24,1
1,25,1.4142135623731
2,19,1.4142135623731
2,20,1.4142135623731
2,24,1.4142135623731
2,25,1
2,26,1
2,29,1
3,20,1
3,21,1
3,25,1.4142135623731
3,26,1.4142135623731
4,20,1.4142135623731
4,21,1.4142135623731
4,26,1
4,27,1
4,30,1
5,21,1
5,22,1
5,23,1.4142135623731
5,26,1.4142135623731
5,27,1.4142135623731
6,21,1.4142135623731
6,22,1.4142135623731
6,23,1
6,27,1
6,31,1
7,24,1.4142135623731
7,25,1
7,28,1
7,29,1
7,33,1
7,34,1.4142135623731
8,28,1.4142135623731
8,29,1.4142135623731
8,33,1.4142135623731
8,34,1
8,35,1
8,38,1
9,26,1
9,29,1
9,30,1
9,34,1.4142135623731
9,35,1.4142135623731
10,29,1.4142135623731
10,30,1.4142135623731
10,35,1
10,36,1
10,39,1
11,27,1
11,30,1
11,31,1
11,32,1.4142135623731
11,35,1.4142135623731
11,36,1.4142135623731
12,30,1.4142135623731
12,31,1.4142135623731
12,32,1
12,36,1
12,40,1
13,33,1.4142135623731
13,34,1
13,37,1
13,38,1
13,42,1
13,43,1.4142135623731
14,37,1.4142135623731
14,38,1.4142135623731
14,42,1.4142135623731
14,43,1
14,44,1
14,47,1.4142135623731
14,48,1
14,49,1.4142135623731
15,35,1
15,38,1
15,39,1
15,43,1.4142135623731
15,44,1.4142135623731
16,38,1.4142135623731
16,39,1.4142135623731
16,44,1
16,45,1
16,49,1.4142135623731
16,50,1
16,51,1.4142135623731
17,36,1
17,39,1
17,40,1
17,41,1.4142135623731
17,44,1.4142135623731
17,45,1.4142135623731
18,39,1.4142135623731
18,40,1.4142135623731
18,41,1
18,45,1
18,51,1.4142135623731
18,52,1
22,23,1
23,27,1.4142135623731
24,25,1
24,28,1
25,28,1.4142135623731
25,29,1.4142135623731
26,29,1.4142135623731
26,30,1.4142135623731
27,30,1.4142135623731
27,31,1.4142135623731
31,32,1
32,36,1.4142135623731
33,34,1
33,37,1
34,37,1.4142135623731
34,38,1.4142135623731
35,38,1.4142135623731
35,39,1.4142135623731
36,39,1.4142135623731
36,40,1.4142135623731
40,41,1
41,45,1.4142135623731
42,43,1
42,46,1
42,47,1.4142135623731
43,46,1.4142135623731
43,47,1
43,48,1.4142135623731
44,48,1.4142135623731
44,49,1
44,50,1.4142135623731
45,50,1.4142135623731
45,51,1
45,52,1.4142135623731
46,47,1
47,48,1
48,49,1
49,50,1
50,51,1
51,52,1
